S_INFO_WINDCODE,S_INFO_NAME,S_INFO_LISTDATE,S_INFO_DELISTDATE,code
002560.SZ,通达股份,20110303,,002560
002561.SZ,徐 家 汇,20110303,,002561
002562.SZ,兄弟科技,20110310,,002562
002563.SZ,森马服饰,20110311,,002563
002564.SZ,天沃科技,20110310,,002564
002565.SZ,顺灏股份,20110318,,002565
002566.SZ,益盛药业,20110318,,002566
002567.SZ,唐 人 神,20110325,,002567
002568.SZ,百润股份,20110325,,002568
002569.SZ,ST 步 森,20110412,,002569
002570.SZ,贝 因 美,20110412,,002570
002571.SZ,德力股份,20110412,,002571
002572.SZ,索 菲 亚,20110412,,002572
002573.SZ,清新环境,20110422,,002573
002574.SZ,明牌珠宝,20110422,,002574
002575.SZ,群兴玩具,20110422,,002575
002576.SZ,通达动力,20110428,,002576
002577.SZ,雷柏科技,20110428,,002577
002578.SZ,闽发铝业,20110428,,002578
002579.SZ,中京电子,20110506,,002579
002580.SZ,圣阳股份,20110506,,002580
002581.SZ,未名医药,20110520,,002581
002582.SZ,好 想 你,20110520,,002582
002583.SZ,海 能 达,20110527,,002583
002584.SZ,西陇科学,20110602,,002584
002585.SZ,双星新材,20110602,,002585
002586.SZ,ST 围 海,20110602,,002586
002587.SZ,奥拓电子,20110610,,002587
002588.SZ,史 丹 利,20110610,,002588
002589.SZ,瑞康医药,20110610,,002589
002590.SZ,万安科技,20110610,,002590
002591.SZ,恒大高新,20110621,,002591
002592.SZ,ST 八 菱,20111111,,002592
002593.SZ,日上集团,20110628,,002593
002594.SZ,比 亚 迪,20110630,,002594
002595.SZ,豪迈科技,20110628,,002595
002596.SZ,海南瑞泽,20110707,,002596
002597.SZ,金禾实业,20110707,,002597
002598.SZ,山东章鼓,20110707,,002598
002599.SZ,盛通股份,20110715,,002599
002600.SZ,领益智造,20110715,,002600
002601.SZ,龙佰集团,20110715,,002601
002602.SZ,世纪华通,20110728,,002602
002603.SZ,以岭药业,20110728,,002603
002604.SZ,龙 力 退,20110728,20200715.0,002604
002605.SZ,姚记科技,20110805,,002605
002606.SZ,大连电瓷,20110805,,002606
002607.SZ,中公教育,20110810,,002607
002608.SZ,江苏国信,20110810,,002608
002609.SZ,捷顺科技,20110815,,002609
002610.SZ,爱康科技,20110815,,002610
002611.SZ,东方精工,20110830,,002611
002612.SZ,朗姿股份,20110830,,002612
002613.SZ,北玻股份,20110830,,002613
002614.SZ,奥 佳 华,20110909,,002614
002615.SZ,哈 尔 斯,20110909,,002615
002616.SZ,长青集团,20110920,,002616
002617.SZ,露笑科技,20110920,,002617
002618.SZ,丹 邦 退,20110920,20220622.0,002618
002619.SZ,*ST 艾格,20110929,20220428.0,002619
002620.SZ,瑞和股份,20110929,,002620
002621.SZ,美 吉 姆,20110929,,002621
002622.SZ,融钰集团,20111018,,002622
002623.SZ,亚 玛 顿,20111013,,002623
002624.SZ,完美世界,20111028,,002624
002625.SZ,光启技术,20111103,,002625
002626.SZ,金 达 威,20111028,,002626
002627.SZ,三峡旅游,20111103,,002627
002628.SZ,成都路桥,20111103,,002628
002629.SZ,仁智股份,20111103,,002629
002630.SZ,华西能源,20111111,,002630
002631.SZ,德尔未来,20111111,,002631
002632.SZ,道明光学,20111122,,002632
002633.SZ,申科股份,20111122,,002633
002634.SZ,棒杰股份,20111205,,002634
002635.SZ,安洁科技,20111125,,002635
002636.SZ,金安国纪,20111125,,002636
002637.SZ,赞宇科技,20111125,,002637
002638.SZ,勤上股份,20111125,,002638
002639.SZ,雪人股份,20111205,,002639
002640.SZ,跨 境 通,20111208,,002640
002641.SZ,公元股份,20111208,,002641
002642.SZ,荣联科技,20111220,,002642
002643.SZ,万润股份,20111220,,002643
002644.SZ,佛慈制药,20111222,,002644
002645.SZ,华宏科技,20111220,,002645
002646.SZ,天佑德酒,20111222,,002646
002647.SZ,仁东控股,20111228,,002647
002648.SZ,卫星化学,20111228,,002648
002649.SZ,博彦科技,20120106,,002649
002650.SZ,加加食品,20120106,,002650
002651.SZ,利君股份,20120106,,002651
002652.SZ,扬子新材,20120119,,002652
002653.SZ,海 思 科,20120117,,002653
002654.SZ,万润科技,20120217,,002654
002655.SZ,共达电声,20120217,,002655
002656.SZ,ST 摩 登,20120228,,002656
002657.SZ,中科金财,20120228,,002657
002658.SZ,雪 迪 龙,20120309,,002658
002659.SZ,凯文教育,20120309,,002659
002660.SZ,茂硕电源,20120316,,002660
002661.SZ,克明食品,20120316,,002661
002662.SZ,京威股份,20120309,,002662
002663.SZ,普邦股份,20120316,,002663
002664.SZ,信质集团,20120316,,002664
002665.SZ,首航高科,20120327,,002665
002666.SZ,德联集团,20120327,,002666
002667.SZ,鞍重股份,20120329,,002667
002668.SZ,奥马电器,20120416,,002668
002669.SZ,康达新材,20120416,,002669
002670.SZ,国盛金控,20120416,,002670
002671.SZ,龙泉股份,20120426,,002671
002672.SZ,东江环保,20120426,,002672
002673.SZ,西部证券,20120503,,002673
002674.SZ,兴业科技,20120507,,002674
002675.SZ,东诚药业,20120525,,002675
002676.SZ,顺威股份,20120525,,002676
002677.SZ,浙江美大,20120525,,002677
002678.SZ,珠江钢琴,20120530,,002678
002679.SZ,福建金森,20120605,,002679
002680.SZ,长 生 退,20120605,20191127.0,002680
002681.SZ,奋达科技,20120605,,002681
002682.SZ,龙洲股份,20120612,,002682
002683.SZ,广东宏大,20120612,,002683
002684.SZ,猛 狮 退,20120612,20220627.0,002684
002685.SZ,华东重机,20120612,,002685
002686.SZ,亿 利 达,20120703,,002686
002687.SZ,乔 治 白,20120713,,002687
002688.SZ,金河生物,20120713,,002688
002689.SZ,远大智能,20120717,,002689
002690.SZ,美亚光电,20120731,,002690
002691.SZ,冀凯股份,20120731,,002691
002692.SZ,ST 远 程,20120808,,002692
002693.SZ,双成药业,20120808,,002693
002694.SZ,顾地科技,20120816,,002694
002695.SZ,煌 上 煌,20120905,,002695
002696.SZ,百洋股份,20120905,,002696
002697.SZ,红旗连锁,20120905,,002697
002698.SZ,博实股份,20120911,,002698
002699.SZ,ST 美 盛,20120911,,002699
002700.SZ,ST 浩 源,20120921,,002700
002701.SZ,奥 瑞 金,20121011,,002701
002702.SZ,海欣食品,20121011,,002702
002703.SZ,浙江世宝,20121102,,002703
002705.SZ,新宝股份,20140121,,002705
002706.SZ,良信股份,20140121,,002706
002707.SZ,众信旅游,20140123,,002707
002708.SZ,光洋股份,20140121,,002708
002709.SZ,天赐材料,20140123,,002709
002711.SZ,欧 浦 退,20140127,20210715.0,002711
002712.SZ,思美传媒,20140123,,002712
002713.SZ,东易日盛,20140219,,002713
002714.SZ,牧原股份,20140128,,002714
002715.SZ,登云股份,20140219,,002715
002716.SZ,金贵银业,20140128,,002716
002717.SZ,岭南股份,20140219,,002717
002718.SZ,友邦吊顶,20140128,,002718
002719.SZ,麦 趣 尔,20140128,,002719
002721.SZ,金一文化,20140127,,002721
002722.SZ,物产金轮,20140128,,002722
002723.SZ,小崧股份,20140129,,002723
002724.SZ,海 洋 王,20141104,,002724
002725.SZ,跃岭股份,20140129,,002725
002726.SZ,龙大美食,20140626,,002726
002727.SZ,一 心 堂,20140702,,002727
002728.SZ,特一药业,20140731,,002728
002729.SZ,好利科技,20140912,,002729
002730.SZ,电光科技,20141009,,002730
002731.SZ,萃华珠宝,20141104,,002731
002732.SZ,燕塘乳业,20141205,,002732
002733.SZ,雄韬股份,20141203,,002733
002734.SZ,利民股份,20150127,,002734
002735.SZ,王子新材,20141203,,002735
002736.SZ,国信证券,20141229,,002736
002737.SZ,葵花药业,20141230,,002737
002738.SZ,中矿资源,20141230,,002738
002739.SZ,万达电影,20150122,,002739
002740.SZ,ST爱迪尔,20150122,,002740
002741.SZ,光华科技,20150216,,002741
002742.SZ,ST 三 圣,20150217,,002742
002743.SZ,富煌钢构,20150217,,002743
002745.SZ,木 林 森,20150217,,002745
002746.SZ,仙坛股份,20150216,,002746
002747.SZ,埃 斯 顿,20150320,,002747
002748.SZ,世龙实业,20150319,,002748
002749.SZ,国光股份,20150320,,002749
002750.SZ,龙津药业,20150324,,002750
002751.SZ,*ST 易尚,20150424,,002751
002752.SZ,昇兴股份,20150422,,002752
002753.SZ,永东股份,20150519,,002753
002755.SZ,奥 赛 康,20150515,,002755
002756.SZ,永兴材料,20150515,,002756
002757.SZ,南兴股份,20150527,,002757
002758.SZ,浙农股份,20150527,,002758
002759.SZ,天际股份,20150528,,002759
002760.SZ,凤形股份,20150611,,002760
002761.SZ,浙江建投,20150610,,002761
002762.SZ,金发拉比,20150610,,002762
002763.SZ,汇洁股份,20150610,,002763
002765.SZ,蓝黛科技,20150612,,002765
002766.SZ,索菱股份,20150611,,002766
002767.SZ,先锋电子,20150612,,002767
002768.SZ,国恩股份,20150630,,002768
002769.SZ,普 路 通,20150629,,002769
002770.SZ,科 迪 退,20150630,20220623.0,002770
002771.SZ,真 视 通,20150629,,002771
002772.SZ,众兴菌业,20150626,,002772
002773.SZ,康弘药业,20150626,,002773
002774.SZ,快意电梯,20170324,,002774
002775.SZ,文科园林,20150629,,002775
002776.SZ,ST 柏 龙,20150626,,002776
002777.SZ,久远银海,20151231,,002777
002778.SZ,中晟高科,20160106,,002778
002779.SZ,中坚科技,20151209,,002779
002780.SZ,三夫户外,20151209,,002780
002781.SZ,*ST 奇信,20151222,,002781
002782.SZ,可 立 克,20151222,,002782
002783.SZ,凯龙股份,20151209,,002783
002785.SZ,万 里 石,20151223,,002785
002786.SZ,银宝山新,20151223,,002786
002787.SZ,华源控股,20151231,,002787
002788.SZ,鹭燕医药,20160218,,002788
002789.SZ,建艺集团,20160311,,002789
002790.SZ,瑞 尔 特,20160308,,002790
002791.SZ,坚朗五金,20160329,,002791
002792.SZ,通宇通讯,20160328,,002792
002793.SZ,罗欣药业,20160415,,002793
002795.SZ,永和智控,20160428,,002795
002796.SZ,世嘉科技,20160510,,002796
002797.SZ,第一创业,20160511,,002797
002798.SZ,帝欧家居,20160525,,002798
002799.SZ,环球印务,20160608,,002799
002800.SZ,天顺股份,20160530,,002800
002801.SZ,微光股份,20160622,,002801
002802.SZ,洪汇新材,20160629,,002802
002803.SZ,吉宏股份,20160712,,002803
002805.SZ,丰元股份,20160707,,002805
002806.SZ,华锋股份,20160726,,002806
002807.SZ,江阴银行,20160902,,002807
002808.SZ,恒久科技,20160812,,002808
002809.SZ,红墙股份,20160823,,002809
002810.SZ,山东赫达,20160826,,002810
002811.SZ,郑中设计,20160908,,002811
002812.SZ,恩捷股份,20160914,,002812
002813.SZ,路畅科技,20161012,,002813
002815.SZ,崇达技术,20161012,,002815
002816.SZ,和 科 达,20161025,,002816
002817.SZ,黄山胶囊,20161025,,002817
002818.SZ,富 森 美,20161109,,002818
002819.SZ,东方中科,20161111,,002819
002820.SZ,桂 发 祥,20161118,,002820
002821.SZ,凯 莱 英,20161118,,002821
002822.SZ,中装建设,20161129,,002822
002823.SZ,凯中精密,20161124,,002823
002824.SZ,和胜股份,20170112,,002824
002825.SZ,纳尔股份,20161129,,002825
002826.SZ,易明医药,20161209,,002826
002827.SZ,高争民爆,20161209,,002827
002828.SZ,贝肯能源,20161208,,002828
002829.SZ,星网宇达,20161213,,002829
002830.SZ,名雕股份,20161213,,002830
002831.SZ,裕同科技,20161216,,002831
002832.SZ,比音勒芬,20161223,,002832
002833.SZ,弘亚数控,20161228,,002833
002835.SZ,同为股份,20161228,,002835
002836.SZ,新 宏 泽,20161229,,002836
002837.SZ,英 维 克,20161229,,002837
002838.SZ,道恩股份,20170106,,002838
002839.SZ,张家港行,20170124,,002839
002840.SZ,华统股份,20170110,,002840
002841.SZ,视源股份,20170119,,002841
002842.SZ,翔鹭钨业,20170119,,002842
002843.SZ,泰嘉股份,20170120,,002843
002845.SZ,同 兴 达,20170125,,002845
002846.SZ,英联股份,20170207,,002846
002847.SZ,盐津铺子,20170208,,002847
002848.SZ,高斯贝尔,20170213,,002848
002849.SZ,威星智能,20170217,,002849
002850.SZ,科 达 利,20170302,,002850
002851.SZ,麦格米特,20170306,,002851
002852.SZ,道 道 全,20170310,,002852
002853.SZ,皮 阿 诺,20170310,,002853
002855.SZ,捷荣技术,20170321,,002855
002856.SZ,美芝股份,20170320,,002856
002857.SZ,三晖电气,20170323,,002857
002858.SZ,力盛体育,20170324,,002858
002859.SZ,洁美科技,20170407,,002859
002860.SZ,星 帅 尔,20170412,,002860
002861.SZ,瀛通通讯,20170413,,002861
002862.SZ,实丰文化,20170411,,002862
002863.SZ,今飞凯达,20170418,,002863
002864.SZ,盘龙药业,20171116,,002864
002865.SZ,钧达股份,20170425,,002865
002866.SZ,传艺科技,20170426,,002866
002867.SZ,周 大 生,20170427,,002867
002868.SZ,绿康生化,20170503,,002868
002869.SZ,金溢科技,20170515,,002869
002870.SZ,香山股份,20170515,,002870
002871.SZ,伟隆股份,20170511,,002871
002872.SZ,ST 天 圣,20170519,,002872
002873.SZ,新天药业,20170519,,002873
002875.SZ,安 奈 儿,20170601,,002875
002876.SZ,三 利 谱,20170525,,002876
002877.SZ,智能自控,20170605,,002877
002878.SZ,元隆雅图,20170606,,002878
002879.SZ,长缆科技,20170707,,002879
002880.SZ,卫光生物,20170616,,002880
002881.SZ,美格智能,20170622,,002881
002882.SZ,金 龙 羽,20170717,,002882
002883.SZ,中设股份,20170620,,002883
002884.SZ,凌霄泵业,20170711,,002884
002885.SZ,京 泉 华,20170627,,002885
002886.SZ,沃特股份,20170627,,002886
002887.SZ,绿茵生态,20170801,,002887
002888.SZ,惠威科技,20170721,,002888
002889.SZ,东方嘉盛,20170731,,002889
002890.SZ,弘宇股份,20170802,,002890
002891.SZ,中宠股份,20170821,,002891
002892.SZ,科 力 尔,20170817,,002892
002893.SZ,华通热力,20170915,,002893
002895.SZ,川恒股份,20170825,,002895
002896.SZ,中大力德,20170829,,002896
002897.SZ,意华股份,20170907,,002897
002898.SZ,赛隆药业,20170912,,002898
002899.SZ,英 派 斯,20170915,,002899
002900.SZ,哈 三 联,20170922,,002900
002901.SZ,大博医疗,20170922,,002901
002902.SZ,铭普光磁,20170929,,002902
002903.SZ,宇环数控,20171013,,002903
002905.SZ,金逸影视,20171016,,002905
002906.SZ,华阳集团,20171013,,002906
002907.SZ,华森制药,20171020,,002907
002908.SZ,德生科技,20171020,,002908
002909.SZ,集泰股份,20171026,,002909
002910.SZ,庄园牧场,20171031,,002910
002911.SZ,佛燃能源,20171122,,002911
002912.SZ,中新赛克,20171121,,002912
002913.SZ,奥 士 康,20171201,,002913
002915.SZ,中欣氟材,20171205,,002915
002916.SZ,深南电路,20171213,,002916
002917.SZ,金 奥 博,20171208,,002917
002918.SZ,蒙娜丽莎,20171219,,002918
002919.SZ,名臣健康,20171218,,002919
002920.SZ,德赛西威,20171226,,002920
002921.SZ,联诚精密,20171227,,002921
002922.SZ,伊 戈 尔,20171229,,002922
002923.SZ,润都股份,20180105,,002923
002925.SZ,盈趣科技,20180115,,002925
002926.SZ,华西证券,20180205,,002926
002927.SZ,泰永长征,20180223,,002927
002928.SZ,华夏航空,20180302,,002928
002929.SZ,润建股份,20180301,,002929
002930.SZ,宏川智慧,20180328,,002930
002931.SZ,锋龙股份,20180403,,002931
002932.SZ,明德生物,20180710,,002932
002933.SZ,新兴装备,20180828,,002933
002935.SZ,天奥电子,20180903,,002935
002936.SZ,郑州银行,20180919,,002936
002937.SZ,兴瑞科技,20180926,,002937
002938.SZ,鹏鼎控股,20180918,,002938
002939.SZ,长城证券,20181026,,002939
002940.SZ,昂 利 康,20181023,,002940
002941.SZ,新疆交建,20181128,,002941
002942.SZ,新农股份,20181205,,002942
002943.SZ,宇晶股份,20181129,,002943
002945.SZ,华林证券,20190117,,002945
002946.SZ,新 乳 业,20190125,,002946
002947.SZ,恒 铭 达,20190201,,002947
002948.SZ,青岛银行,20190116,,002948
002949.SZ,华阳国际,20190226,,002949
002950.SZ,奥美医疗,20190311,,002950
002951.SZ,金时科技,20190315,,002951
002952.SZ,亚世光电,20190328,,002952
002953.SZ,日丰股份,20190509,,002953
002955.SZ,鸿合科技,20190523,,002955
002956.SZ,西麦食品,20190619,,002956
002957.SZ,科瑞技术,20190726,,002957
002958.SZ,青农商行,20190326,,002958
002959.SZ,小熊电器,20190823,,002959
002960.SZ,青鸟消防,20190809,,002960
002961.SZ,瑞达期货,20190905,,002961
002962.SZ,五方光电,20190917,,002962
002963.SZ,豪 尔 赛,20191028,,002963
002965.SZ,祥鑫科技,20191025,,002965
002966.SZ,苏州银行,20190802,,002966
002967.SZ,广电计量,20191108,,002967
002968.SZ,新 大 正,20191203,,002968
002969.SZ,嘉美包装,20191202,,002969
002970.SZ,锐明技术,20191217,,002970
002971.SZ,和远气体,20200113,,002971
002972.SZ,科 安 达,20191227,,002972
002973.SZ,侨银股份,20200106,,002973
002975.SZ,博杰股份,20200205,,002975
002976.SZ,瑞玛精密,20200306,,002976
002977.SZ,天箭科技,20200317,,002977
002978.SZ,安宁股份,20200417,,002978
002979.SZ,雷赛智能,20200408,,002979
002980.SZ,华 盛 昌,20200415,,002980
002981.SZ,朝阳科技,20200417,,002981
002982.SZ,湘佳股份,20200424,,002982
002983.SZ,芯 瑞 达,20200428,,002983
002984.SZ,森 麒 麟,20200911,,002984
002985.SZ,北摩高科,20200429,,002985
002986.SZ,宇新股份,20200602,,002986
002987.SZ,京 北 方,20200507,,002987
002988.SZ,豪美新材,20200518,,002988
002989.SZ,中天精装,20200610,,002989
002990.SZ,盛视科技,20200525,,002990
002991.SZ,甘源食品,20200731,,002991
002992.SZ,宝明科技,20200803,,002992
002993.SZ,奥海科技,20200817,,002993
002995.SZ,天地在线,20200805,,002995
002996.SZ,顺博合金,20200828,,002996
002997.SZ,瑞鹄模具,20200903,,002997
002998.SZ,优彩资源,20200925,,002998
002999.SZ,天禾股份,20200903,,002999
003000.SZ,劲仔食品,20200914,,003000
003001.SZ,中岩大地,20201013,,003001
003002.SZ,壶化股份,20200922,,003002
003003.SZ,天元股份,20200921,,003003
003004.SZ,声迅股份,20201126,,003004
003005.SZ,竞 业 达,20200922,,003005
003006.SZ,百亚股份,20200921,,003006
003007.SZ,直真科技,20200923,,003007
003008.SZ,开普检测,20200923,,003008
003009.SZ,中天火箭,20200925,,003009
003010.SZ,若 羽 臣,20200925,,003010
003011.SZ,海象新材,20200930,,003011
003012.SZ,东鹏控股,20201019,,003012
003013.SZ,地铁设计,20201022,,003013
003015.SZ,日久光电,20201021,,003015
003016.SZ,欣贺股份,20201026,,003016
003017.SZ,大洋生物,20201026,,003017
003018.SZ,金富科技,20201106,,003018
003019.SZ,宸展光电,20201117,,003019
003020.SZ,立方制药,20201215,,003020
003021.SZ,兆威机电,20201204,,003021
003022.SZ,联泓新科,20201208,,003022
003023.SZ,彩虹集团,20201211,,003023
003025.SZ,思进智能,20201211,,003025
003026.SZ,中晶科技,20201218,,003026
003027.SZ,同兴环保,20201218,,003027
003028.SZ,振邦智能,20201228,,003028
003029.SZ,吉大正元,20201224,,003029
003030.SZ,祖名股份,20210106,,003030
003031.SZ,中瓷电子,20210104,,003031
003032.SZ,传智教育,20210112,,003032
003033.SZ,征和工业,20210111,,003033
003035.SZ,南网能源,20210119,,003035
003036.SZ,泰坦股份,20210128,,003036
003037.SZ,三和管桩,20210204,,003037
003038.SZ,鑫铂股份,20210210,,003038
003039.SZ,顺控发展,20210308,,003039
003040.SZ,楚 天 龙,20210322,,003040
003041.SZ,真爱美家,20210406,,003041
003042.SZ,中农联合,20210406,,003042
003043.SZ,华亚智能,20210406,,003043
003816.SZ,中国广核,20190826,,003816
300001.SZ,特 锐 德,20091030,,300001
300002.SZ,神州泰岳,20091030,,300002
300003.SZ,乐普医疗,20091030,,300003
300004.SZ,南风股份,20091030,,300004
300005.SZ,探 路 者,20091030,,300005
300006.SZ,莱美药业,20091030,,300006
300007.SZ,汉威科技,20091030,,300007
300008.SZ,天海防务,20091030,,300008
300009.SZ,安科生物,20091030,,300009
300010.SZ,豆神教育,20091030,,300010
300011.SZ,鼎汉技术,20091030,,300011
300012.SZ,华测检测,20091030,,300012
300013.SZ,新宁物流,20091030,,300013
300014.SZ,亿纬锂能,20091030,,300014
300015.SZ,爱尔眼科,20091030,,300015
300016.SZ,北陆药业,20091030,,300016
300017.SZ,网宿科技,20091030,,300017
300018.SZ,中元股份,20091030,,300018
300019.SZ,硅宝科技,20091030,,300019
300020.SZ,银江技术,20091030,,300020
300021.SZ,大禹节水,20091030,,300021
300022.SZ,吉峰科技,20091030,,300022
300023.SZ,宝 德 退,20091030,20220629.0,300023
300024.SZ,机 器 人,20091030,,300024
300025.SZ,华星创业,20091030,,300025
300026.SZ,红日药业,20091030,,300026
300027.SZ,华谊兄弟,20091030,,300027
300028.SZ,金 亚 退,20091030,20200803.0,300028
300029.SZ,ST 天 龙,20091225,,300029
300030.SZ,阳普医疗,20091225,,300030
300031.SZ,宝通科技,20091225,,300031
300032.SZ,金龙机电,20091225,,300032
300033.SZ,同 花 顺,20091225,,300033
300034.SZ,钢研高纳,20091225,,300034
300035.SZ,中科电气,20091225,,300035
300036.SZ,超图软件,20091225,,300036
300037.SZ,新 宙 邦,20100108,,300037
300038.SZ,数 知 退,20100108,20220630.0,300038
300039.SZ,上海凯宝,20100108,,300039
300040.SZ,九洲集团,20100108,,300040
300041.SZ,回天新材,20100108,,300041
300042.SZ,朗科科技,20100108,,300042
300043.SZ,星辉娱乐,20100120,,300043
300044.SZ,赛为智能,20100120,,300044
300045.SZ,华力创通,20100120,,300045
300046.SZ,台基股份,20100120,,300046
300047.SZ,天源迪科,20100120,,300047
300048.SZ,合康新能,20100120,,300048
300049.SZ,福瑞股份,20100120,,300049
300050.SZ,世纪鼎利,20100120,,300050
300051.SZ,三五互联,20100211,,300051
300052.SZ,中 青 宝,20100211,,300052
300053.SZ,欧 比 特,20100211,,300053
300054.SZ,鼎龙股份,20100211,,300054
300055.SZ,万 邦 达,20100226,,300055
300056.SZ,中创环保,20100226,,300056
300057.SZ,万顺新材,20100226,,300057
300058.SZ,蓝色光标,20100226,,300058
300059.SZ,东方财富,20100319,,300059
300061.SZ,旗天科技,20100319,,300061
300062.SZ,中能电气,20100319,,300062
300063.SZ,天龙集团,20100326,,300063
300064.SZ,金 刚 退,20100326,20220627.0,300064
300065.SZ,海 兰 信,20100326,,300065
300066.SZ,三川智慧,20100326,,300066
300067.SZ,安 诺 其,20100421,,300067
300068.SZ,南都电源,20100421,,300068
300069.SZ,金利华电,20100421,,300069
300070.SZ,碧 水 源,20100421,,300070
300071.SZ,福石控股,20100421,,300071
300072.SZ,海新能科,20100427,,300072
300073.SZ,当升科技,20100427,,300073
300074.SZ,华平股份,20100427,,300074
300075.SZ,数字政通,20100427,,300075
300076.SZ,GQY 视讯,20100430,,300076
300077.SZ,国民技术,20100430,,300077
300078.SZ,思创医惠,20100430,,300078
300079.SZ,数码视讯,20100430,,300079
300080.SZ,易成新能,20100625,,300080
300081.SZ,恒信东方,20100520,,300081
300082.SZ,奥克股份,20100520,,300082
300083.SZ,创 世 纪,20100520,,300083
300084.SZ,海默科技,20100520,,300084
300085.SZ,银 之 杰,20100526,,300085
300086.SZ,康芝药业,20100526,,300086
300087.SZ,荃银高科,20100526,,300087
300088.SZ,长信科技,20100526,,300088
300089.SZ,*ST 文化,20100625,,300089
300090.SZ,盛 运 退,20100625,20200825.0,300090
300091.SZ,金 通 灵,20100625,,300091
300092.SZ,科新机电,20100708,,300092
300093.SZ,金刚光伏,20100708,,300093
300094.SZ,国联水产,20100708,,300094
300095.SZ,华伍股份,20100728,,300095
300096.SZ,易 联 众,20100728,,300096
300097.SZ,智云股份,20100728,,300097
300098.SZ,高 新 兴,20100728,,300098
300099.SZ,精准信息,20100806,,300099
300100.SZ,双林股份,20100806,,300100
300101.SZ,振芯科技,20100806,,300101
300102.SZ,乾照光电,20100812,,300102
300103.SZ,达刚控股,20100812,,300103
300104.SZ,乐 视 退,20100812,20200721.0,300104
300105.SZ,龙源技术,20100820,,300105
300106.SZ,西部牧业,20100820,,300106
300107.SZ,建新股份,20100820,,300107
300108.SZ,*ST 吉药,20100825,,300108
300109.SZ,新 开 源,20100825,,300109
300110.SZ,华仁药业,20100825,,300110
300111.SZ,向 日 葵,20100827,,300111
300112.SZ,万讯自控,20100827,,300112
300113.SZ,顺网科技,20100827,,300113
300114.SZ,中航电测,20100827,,300114
300115.SZ,长盈精密,20100902,,300115
300116.SZ,保 力 新,20100902,,300116
300117.SZ,嘉寓股份,20100902,,300117
300118.SZ,东方日升,20100902,,300118
300119.SZ,瑞普生物,20100917,,300119
300120.SZ,经纬辉开,20100917,,300120
300121.SZ,阳谷华泰,20100917,,300121
300122.SZ,智飞生物,20100928,,300122
300123.SZ,亚光科技,20100928,,300123
300124.SZ,汇川技术,20100928,,300124
300125.SZ,聆达股份,20101013,,300125
300126.SZ,锐奇股份,20101013,,300126
300127.SZ,银河磁体,20101013,,300127
300128.SZ,锦富技术,20101013,,300128
300129.SZ,泰胜风能,20101019,,300129
300130.SZ,新 国 都,20101019,,300130
300131.SZ,英唐智控,20101019,,300131
300132.SZ,青松股份,20101026,,300132
300133.SZ,华策影视,20101026,,300133
300134.SZ,大富科技,20101026,,300134
300135.SZ,宝利国际,20101026,,300135
300136.SZ,信维通信,20101105,,300136
300137.SZ,先河环保,20101105,,300137
300138.SZ,晨光生物,20101105,,300138
300139.SZ,晓程科技,20101112,,300139
300140.SZ,中环装备,20101112,,300140
300141.SZ,和顺电气,20101112,,300141
300142.SZ,沃森生物,20101112,,300142
300143.SZ,盈康生命,20101209,,300143
300144.SZ,宋城演艺,20101209,,300144
300145.SZ,中金环境,20101209,,300145
300146.SZ,汤臣倍健,20101215,,300146
300147.SZ,香雪制药,20101215,,300147
300148.SZ,天舟文化,20101215,,300148
300149.SZ,睿智医药,20101222,,300149
300150.SZ,世纪瑞尔,20101222,,300150
300151.SZ,昌红科技,20101222,,300151
300152.SZ,新 动 力,20101229,,300152
300153.SZ,科泰电源,20101229,,300153
300154.SZ,瑞凌股份,20101229,,300154
300155.SZ,安 居 宝,20110107,,300155
300156.SZ,神 雾 退,20110107,20200825.0,300156
300157.SZ,恒泰艾普,20110107,,300157
300158.SZ,振东制药,20110107,,300158
300159.SZ,ST 新 研,20110107,,300159
300160.SZ,秀强股份,20110113,,300160
300161.SZ,华中数控,20110113,,300161
300162.SZ,雷曼光电,20110113,,300162
300163.SZ,先锋新材,20110113,,300163
300164.SZ,通源石油,20110113,,300164
300165.SZ,天瑞仪器,20110125,,300165
300166.SZ,东方国信,20110125,,300166
300167.SZ,迪 威 迅,20110125,,300167
300168.SZ,万达信息,20110125,,300168
300169.SZ,天晟新材,20110125,,300169
300170.SZ,汉得信息,20110201,,300170
300171.SZ,东 富 龙,20110201,,300171
300172.SZ,中电环保,20110201,,300172
300173.SZ,福能东方,20110201,,300173
300174.SZ,元力股份,20110201,,300174
300175.SZ,朗源股份,20110215,,300175
300176.SZ,派生科技,20110215,,300176
300177.SZ,中 海 达,20110215,,300177
300178.SZ,腾 邦 退,20110215,20220622.0,300178
300179.SZ,四 方 达,20110215,,300179
300180.SZ,华峰超纤,20110222,,300180
300181.SZ,佐力药业,20110222,,300181
300182.SZ,捷成股份,20110222,,300182
300183.SZ,东软载波,20110222,,300183
300184.SZ,力源信息,20110222,,300184
300185.SZ,通裕重工,20110308,,300185
300186.SZ,大 华 农,20110308,20151102.0,300186
300187.SZ,永清环保,20110308,,300187
300188.SZ,美亚柏科,20110316,,300188
300189.SZ,神农科技,20110316,,300189
300190.SZ,维 尔 利,20110316,,300190
300191.SZ,潜能恒信,20110316,,300191
300192.SZ,科德教育,20110322,,300192
300193.SZ,佳士科技,20110322,,300193
300194.SZ,福安药业,20110322,,300194
300195.SZ,长荣股份,20110329,,300195
